time,tavg,tmin,tmax,Humidity (%),WindSpeed,Precipitation
,,,,68.81119658,13.48976007,3.61
,,,,59.73796264,11.9821264,12.28
,,,,50.38614819,8.045482846,4.25
,,,,68.72808027,10.22982132,0
,,,,58.88423661,12.06965642,13.14
,,,,62.03279368,10.78480602,8.58
,,,,63.26294236,9.632549863,9.44
,,,,52.90737639,10.86254627,9.72
,,,,69.53059539,9.220127005,2.53
,,,,69.20335573,7.366458748,0
,,,,51.18974214,5.811013058,7.93
,,,,63.75862766,7.23429691,0
,,,,65.56587983,13.83725743,0
,,,,68.22981791,14.51644824,2.96
,,,,57.48078702,9.82430613,8.19
,,,,56.35098513,8.173679517,0
,,,,65.19459826,10.10462937,0
,,,,57.80160514,8.816596064,15.77
,,,,58.36940413,11.82455781,7.64
,,,,64.16431034,7.310049214,5.25
,,,,52.82068264,7.951913956,10.41
,,,,58.4734498,5.577051263,6.02
,,,,69.20139505,6.187056507,0
,,,,54.06517112,5.248704903,0
,,,,55.79924846,7.979254626,2.25
,,,,69.14089211,11.74510326,1.59
,,,,54.06530732,13.57640636,13.53
,,,,69.95803971,10.20958605,2.43
,,,,51.32370912,7.516026697,11.74
,,,,56.72088194,9.783436718,4.89
,,,,52.56428809,5.161904462,7.14
,,,,61.28238172,13.01379268,0
,,,,66.2277606,13.23277399,14.84
,,,,55.51240162,8.988955084,0
,,,,66.41502354,14.5999496,8.56
,,,,52.84952047,12.00564239,0
,,,,50.77500486,6.156414088,11.3
,,,,67.53156432,7.744513469,0
,,,,51.39130707,5.450874448,0
,,,,56.09408311,13.9057651,0.7
,,,,61.02976256,10.97378377,1.06
,,,,54.23136003,12.216653,1.33
,,,,57.89592555,5.897910312,4.88
,,,,58.47768675,13.89063746,0
,,,,60.03920819,8.314922258,4.64
,,,,58.47158283,6.850673107,11.58
,,,,64.20543916,11.85229113,0
,,,,67.39798608,14.00957834,2.47
,,,,58.09403663,7.598322249,7.24
,,,,64.04684597,5.22243721,0
,,,,57.1878253,12.64226747,0
,,,,64.56181853,7.346744127,5.68
,,,,66.27902488,5.191458109,1.29
,,,,50.97431564,9.588593902,4.1
,,,,64.52187382,8.436891054,5.07
,,,,58.99634424,5.277335745,0
,,,,66.00959468,10.69640134,11.71
,,,,65.52588452,12.2152856,2.47
,,,,56.41888494,6.058216061,2.65
,,,,69.78064718,6.097381127,2.05
,,,,69.49573074,10.78010917,5.77
,,,,62.21784856,14.69174078,6.78
,,,,58.61926373,13.35087203,0
,,,,62.05746776,6.295248494,7.01
,,,,68.42152362,13.8919965,0
,,,,55.74322836,14.02276351,0.34
,,,,61.96510221,9.234715265,0
,,,,62.88819635,12.93592321,0.21
,,,,56.72888293,10.1373269,1.2
,,,,56.86190653,9.260651839,1.85
,,,,61.54491122,13.71996645,0
,,,,52.18518978,5.604896109,3.03
,,,,57.54933082,6.492178643,5.29
,,,,64.19131375,9.095366459,2.52
,,,,67.41301364,7.243517661,0.09
,,,,61.92996043,11.17854333,0
,,,,56.6966361,8.402381085,0
,,,,56.20392044,11.0726569,5.46
,,,,54.6869031,8.424458032,4.29
,,,,63.76061672,10.43027569,0.88
,,,,68.79276956,5.215180375,0
,,,,57.44964905,12.93347881,1.96
,,,,50.46632198,8.456363169,0.1
,,,,65.07487925,13.56359572,9.67
,,,,54.5795265,10.13193928,8.59
,,,,53.07268917,8.910530819,0
,,,,54.73815754,7.978155364,6.66
,,,,54.26190832,10.17518441,0
,,,,50.79226696,11.01449489,9.34
,,,,66.95367607,7.106079833,3.91
,,,,58.58018757,7.775631407,13.38
,,,,52.58728138,5.44521525,0
,,,,64.60530787,11.23033444,9.23
,,,,66.83587929,7.510282969,10.31
,,,,64.74236583,14.08748985,0.66
,,,,51.1171494,9.56459814,0
,,,,59.97683797,6.778159107,6.75
,,,,52.01402402,10.71449653,0
,,,,58.76333685,12.42598314,1.23
,,,,56.97411274,12.77436444,0
,,,,66.44402903,10.02663414,12.51
,,,,55.91017656,12.47731382,3.23
,,,,67.88773291,13.54004869,4.72
,,,,69.29491471,9.376212856,2.99
,,,,61.56718461,9.941641579,0
,,,,61.92363629,5.373382583,5.96
,,,,65.88910931,14.69108367,7.61
,,,,67.94197906,9.424074337,0
,,,,57.16759637,11.41208666,3.43
,,,,63.7340064,10.02240203,8.23
,,,,67.33009843,7.201967031,0
,,,,55.90264556,5.551337199,2.16
,,,,60.37677949,11.38825201,7.1
,,,,62.02905832,14.73885256,0
,,,,63.59769111,6.809649333,3.63
,,,,60.10241424,10.2452059,0.3
,,,,68.00950929,11.62077706,0
,,,,67.22239534,12.6179635,0
,,,,67.72789169,7.351784642,0
,,,,62.36294647,6.090184167,0
,,,,56.4703508,11.62431954,0
,,,,61.54927417,5.347894122,5.04
,,,,64.11159761,13.91902218,0
,,,,68.24082542,10.11987902,0.73
,,,,65.82660663,10.56275953,0
,,,,60.91590488,7.382741322,3.68
,,,,57.67618748,5.647735718,11.67
,,,,63.81698162,9.102490131,5.81
,,,,67.30552192,8.688138111,1.69
,,,,54.01382639,9.034538693,5.04
,,,,66.1443197,6.845815467,8.89
,,,,63.83035012,5.45946275,8
,,,,55.9880026,12.74077285,8.62
,,,,51.03699659,5.754091929,4.2
,,,,60.58550776,8.673417874,11.91
,,,,65.17779499,8.210428596,1.22
,,,,69.57635879,6.8293326,10.23
,,,,62.49097562,7.831419299,6.55
,,,,56.67353569,14.36862036,0
,,,,56.3631269,7.957636844,0
,,,,62.4597134,12.31776283,4.02
,,,,50.27396128,5.93298885,0
,,,,59.86447122,6.486793983,4.08
,,,,64.91179981,7.91925462,0
,,,,60.04210742,9.185481902,7.01
,,,,56.44885217,5.830276523,0
,,,,60.52432405,8.085602068,12.56
,,,,61.67997701,14.66367708,4.35
,,,,58.08574903,8.10655412,0
,,,,50.02455599,8.324308294,6.86
,,,,56.19603952,10.18359285,0
,,,,51.13533543,6.963309255,5.93
,,,,55.06807195,14.40045407,0
,,,,65.54898553,11.70779803,14.32
,,,,62.60085996,14.92306833,2.65
,,,,64.82445928,12.15122685,0
,,,,69.34095334,7.201727883,2.08
,,,,69.34101719,9.862201991,0
,,,,60.83327603,9.822893547,10.27
,,,,66.49034407,5.215787379,4.58
,,,,66.77844561,14.22086305,0.86
,,,,64.28706029,7.295949435,5.09
,,,,52.81348335,13.43271393,7.31
,,,,62.67827066,5.452530649,6.95
,,,,66.78082247,10.85068284,0
,,,,65.04932265,9.388363362,9.82
,,,,68.99244285,13.7828199,0
,,,,54.18806672,12.38232332,8.44
,,,,59.94805843,10.32410264,0
,,,,68.72895244,12.86793896,1.29
,,,,53.51763275,12.54549281,1.57
,,,,56.91862895,7.733194448,3.5
,,,,67.64599851,6.427102287,9.32
,,,,61.08479108,5.836444819,9.5
,,,,50.14261385,5.790012115,3.95
,,,,63.17073458,8.170742262,7.17
,,,,50.7725304,5.366983586,1.86
,,,,63.88032695,13.08555071,1.24
,,,,54.86497172,12.50906195,7.32
,,,,63.15508679,12.4027074,8.2
,,,,59.95069599,10.09268094,0.04
,,,,53.02661096,11.3806698,11.15
,,,,51.72654776,14.04553724,9.61
,,,,69.34204978,8.424039007,0
,,,,67.35364989,6.618442015,0
,,,,55.22298256,8.3326338,2.47
,,,,60.41940312,5.01861983,6.51
,,,,58.40860936,11.85522186,0
,,,,66.40581555,12.99946357,9.63
,,,,66.06306991,11.40998318,15.14
,,,,61.39890307,5.031099581,37.91
,,,,68.94379998,5.182338335,28.14
,,,,55.53103401,11.20782659,47.6
,,,,69.90821519,8.909505481,0
,,,,64.63421956,10.77116634,13.95
,,,,50.25081811,12.84717919,9.87
,,,,59.90686006,11.86078433,10.11
,,,,54.99795482,11.98398242,3.37
,,,,53.245426,11.85810488,5.33
,,,,58.17794131,11.47537366,6.04
,,,,55.69552444,14.85952508,23
,,,,55.25751126,12.16858633,16.93
,,,,63.50725806,11.09468387,1.85
,,,,66.8953104,7.728212469,26.09
,,,,56.87751182,13.86881713,0
,,,,62.08121247,10.1475087,24.19
,,,,66.63015486,14.04398326,19.46
,,,,52.04739316,6.286602893,0
,,,,62.72250443,13.94300979,15.28
,,,,62.17274698,12.44957109,0
,,,,60.26946055,7.045229719,18.84
,,,,59.72214417,14.54226128,0
,,,,59.31353682,14.57855358,19.03
,,,,57.73836141,12.01196885,0
,,,,63.28654573,7.5044074,19.05
,,,,77.01375047,20.83283325,0
,,,,79.61139863,18.90312211,15.01
,,,,84.56442048,12.75575223,26.63
,,,,68.47372715,17.1367647,0
,,,,71.42717103,18.80711118,0
,,,,69.45943693,13.61995546,0
,,,,81.34144384,21.05689989,4.27
,,,,65.42141907,18.76760455,0
,,,,65.30303171,21.74466481,0
,,,,79.35960027,19.35386971,0
,,,,67.29782862,21.83919084,29.38
,,,,79.05658342,21.57111722,33.76
,,,,79.33261939,15.88726432,0
,,,,80.80017131,19.10160914,19.58
,,,,76.14793195,17.97462701,18.43
,,,,81.94173314,13.96287849,0
,,,,74.49128997,21.3610855,46.29
,,,,71.64346485,18.62490497,9.47
,,,,76.89970771,17.16563019,12.87
,,,,82.82593613,17.03336066,0
,,,,74.61075137,13.02206991,20.63
,,,,84.37838557,17.32621003,0
,,,,69.37297869,20.55256786,14.51
,,,,83.67789641,13.94724908,3.59
,,,,84.80501357,15.01529465,1.58
,,,,65.00305188,19.75088749,1.36
,,,,80.23210902,17.52505452,32.75
,,,,83.48572072,19.60624518,26.03
,,,,82.77043136,16.1916595,24.54
,,,,70.11917678,13.52956475,11
,,,,75.42670804,13.65950551,0
,,,,70.19485837,14.57096753,3.09
,,,,69.95422352,17.8558422,1.69
,,,,83.57430481,19.96325561,16.89
,,,,76.96817331,16.25836308,16.74
,,,,78.66850225,14.18087672,12.18
,,,,77.09128272,18.78255191,26.12
,,,,74.78048422,17.74139785,7.9
,,,,73.83422688,18.67950913,19.14
,,,,71.68047543,13.76111961,0
,,,,68.38277038,18.21253253,41.07
,,,,81.35211111,17.57001625,26.63
,,,,81.33084969,16.15535061,0.18
,,,,66.15765947,19.96172201,25.39
,,,,84.66565923,17.68413342,24.67
,,,,70.96401954,16.44921675,0
,,,,80.59374614,12.85493112,27.25
,,,,78.61177752,16.615055,0
,,,,65.98478638,13.12596106,21.12
,,,,77.61377718,14.94474418,38.6
,,,,78.18771419,21.96113678,17.42
,,,,81.63596135,21.68118276,57.86
,,,,74.94005418,19.36945543,24.21
,,,,73.01218766,13.3034247,10.34
,,,,71.98747858,17.52900472,9.67
,,,,75.00373008,21.40173524,17.99
,,,,74.82310583,17.87853844,11.36
,,,,78.43006518,17.53442169,0
,,,,80.87172179,13.39079596,6.35
,,,,66.90044607,13.6537067,0
,,,,78.65859092,12.20520936,24.22
,,,,77.82067115,16.66436957,0.92
,,,,81.06503021,16.03506765,18.38
,,,,65.14036895,16.23067532,13.84
,,,,71.02595332,20.95010992,7.4
,,,,68.97434029,16.27833753,2.33
,,,,70.82795269,16.66505538,13.33
,,,,79.04191535,16.05644078,13.05
,,,,75.05218353,12.63680597,0.49
,,,,72.84483319,16.42468823,8.13
,,,,69.59065765,12.76880322,7.65
,,,,81.07614494,12.58412593,19.27
,,,,73.36998069,16.24201831,12.38
,,,,77.72113377,21.54917112,15.33
,,,,80.73128393,18.03940191,13.43
,,,,81.98047941,19.89404506,6.49
,,,,81.63332184,15.92280259,4.13
,,,,66.60133602,19.10479413,30.95
,,,,67.04064246,12.5580502,0.08
,,,,80.78200196,14.57923082,37.08
,,,,82.83146137,20.26551195,37.48
,,,,68.93455073,19.46412939,2.06
,,,,65.78513294,13.56396615,20.63
,,,,81.99708557,12.35190988,20.36
,,,,65.49555167,16.35957,23.31
,,,,78.84532697,15.40472551,18.43
,,,,83.51551202,17.44983455,0
,,,,81.20408239,13.38838389,33.95
,,,,70.46249575,21.04528739,37.22
,,,,83.28885649,14.61114423,4.03
,,,,78.29347229,20.72073448,0.89
,,,,76.90207782,19.25595849,0
,,,,55.59305215,11.61726176,5.42
,,,,52.20491416,5.899248086,1.79
,,,,53.12406745,7.328361371,0
,,,,62.31291683,5.714418554,3.81
,,,,58.70293183,12.27542623,0
,,,,51.47735101,9.721484024,5.21
,,,,59.05835658,13.30244343,0
,,,,50.2918493,11.08520234,0
,,,,53.59310661,10.49019298,3.45
,,,,69.57471422,6.875241141,1.15
,,,,50.52086682,13.88457982,0
,,,,57.54875247,7.16490842,8.86
,,,,54.52638107,14.02318066,1.1
,,,,58.53086522,8.072093011,7.3
,,,,54.70295334,14.95539383,4.42
,,,,52.08655697,11.96453388,0
,,,,52.86065836,10.07498825,5.61
,,,,69.96493653,13.2004491,1.07
,,,,65.86211021,14.68509911,1.86
,,,,61.93616673,12.85135003,13.99
,,,,50.53520637,5.212296643,5.39
,,,,62.57488107,12.56468836,2.27
,,,,55.74519919,8.61398725,0.88
,,,,56.0450869,8.720257017,12.78
,,,,62.54411847,10.32368081,2.96
,,,,66.16642473,5.744058729,8.12
,,,,69.72606283,5.606352383,4.72
,,,,57.88533372,7.795275159,3.8
,,,,58.73845865,8.062653248,8.11
,,,,58.44508391,8.048963166,4.22
,,,,69.30859478,5.502307235,2.91
,,,,56.12259618,5.211193903,5.6
,,,,61.07912352,9.68624445,0
,,,,56.85360775,9.285856108,5.3
,,,,64.36552039,12.83601306,3.61
,,,,58.07297597,9.198953476,0.51
,,,,52.68681076,10.23020745,4.77
,,,,58.19180181,12.62497681,0
,,,,52.05576056,12.7401504,0
,,,,66.32897656,5.620965689,8.72
,,,,67.76719733,14.07714858,7.08
,,,,54.08464071,9.476368038,7.1
,,,,51.87683921,14.00778279,9.37
,,,,62.17330489,12.39968905,6.48
,,,,55.64418531,13.8602007,0
,,,,55.64420074,5.378119447,7.84
,,,,53.14982787,8.640395299,0.97
,,,,69.16832734,5.750219081,0.39
,,,,55.68713401,5.365101153,5.98
,,,,56.17443115,9.457210848,8.02
,,,,65.64467217,6.832611935,5.42
,,,,67.27554187,5.871132384,2.19
,,,,59.20139237,11.07725667,7.48
,,,,65.03294294,10.86901787,4.2
,,,,51.08757894,9.310586802,5.02
,,,,53.91622367,6.012100951,0
,,,,67.46937095,11.63125525,0
,,,,61.62265588,11.99144163,1.34
,,,,55.145648,13.57731831,0
,,,,59.61670306,13.37039899,9.75
,,,,67.18184258,8.686295533,0
,,,,61.88558221,8.409832195,0
,,,,67.31768998,12.23303179,0
,,,,51.75163423,14.75443128,4.98
,,,,67.19413247,6.972929669,0
,,,,69.58557201,8.31376878,11.35
,,,,51.65724824,14.6097076,4.91
,,,,57.23651722,13.2076869,1.56
,,,,67.12574908,14.22190076,4.24
,,,,56.7327998,14.28182273,5.21
,,,,57.27280684,5.580259556,6.94
,,,,54.31798152,5.420530169,7.99
,,,,65.41985229,9.364533831,1.07
,,,,65.67432117,7.96546386,0
,,,,62.49031224,10.15207042,4.9
,,,,64.02066097,13.40991938,11.6
,,,,68.04445571,13.84185677,9.36
,,,,58.93510779,9.553693424,12.53
,,,,66.64990893,10.86079525,11.11
,,,,69.26749353,6.645116496,0
,,,,58.82920434,14.61375864,2.8
,,,,53.20478042,10.14072086,2.42
,,,,54.42705052,6.581618024,3.57
,,,,62.99404127,13.77573704,3.91
,,,,53.97379574,13.44262854,8.47
,,,,56.58638238,12.55966566,0
,,,,50.98540398,12.85570608,6.98
,,,,68.64066116,5.648022935,5.97
,,,,67.04216612,11.78943811,6
,,,,51.89562426,7.363618332,0.01
,,,,57.81110552,9.168462571,6.04
,,,,66.17696128,11.16736125,0.44
,,,,60.12845137,8.121783665,4.33
,,,,68.19719171,8.8735094,2.2
,,,,55.0323012,14.21034721,0
,,,,56.54218395,10.78053039,0
,,,,60.81506886,9.996245899,7.29
,,,,56.7581168,12.26063814,0.65
,,,,60.0634061,12.08875992,1.92
,,,,69.21303584,13.94583057,5.25
,,,,62.87648856,13.48820192,0
,,,,52.02773292,14.1353568,6.09
,,,,69.02638703,10.32703886,4.37
,,,,58.53601394,7.209467471,0
,,,,58.27829532,11.15319867,0
,,,,66.51523865,10.07675932,7.73
,,,,50.265572,11.21747288,8.98
,,,,69.17391307,14.76545794,7.58
,,,,56.50130484,11.4542782,0
,,,,54.12430308,8.719366088,0.14
,,,,62.89581708,12.36552267,0
,,,,52.70503079,14.6041491,6.67
,,,,54.73485347,10.5148613,0
,,,,51.84892908,9.7871414,11.71
,,,,69.67433782,6.15238888,2.69
,,,,57.7697634,11.91092396,1.51
,,,,56.77971175,8.081758573,0.6
,,,,54.92264844,14.29031624,0
,,,,65.90362208,13.61640438,2.88
,,,,59.76012449,8.722486181,0
,,,,59.90090264,9.682729342,7.9
,,,,65.4302706,11.56306648,7.19
,,,,52.18755536,14.17557996,4.08
,,,,52.94666563,12.50320685,7.24
,,,,58.41213938,5.743876354,0
,,,,65.76189221,7.748032862,0
,,,,62.3362216,7.852594514,5.32
,,,,54.03627787,14.63442118,2.32
,,,,53.86563168,12.35798347,3.36
,,,,54.05340021,14.91188336,0
,,,,66.21068757,14.86617572,3.26
,,,,54.29386751,10.33351816,0
,,,,53.32208721,14.46581558,8.41
,,,,64.89119051,6.855282999,2.76
,,,,69.20564504,11.24099607,10
,,,,60.96284478,8.201297432,3.88
,,,,52.11519223,13.50593845,0
,,,,55.46890883,13.67712883,6.91
,,,,56.293261,10.56201511,0
,,,,66.78228967,7.805982136,1.52
,,,,61.86191594,7.987662676,2.15
,,,,68.37111549,14.58803177,0
,,,,64.81214844,12.55408034,10.29
,,,,67.97725208,11.20026454,5.7
,,,,64.20158097,14.99834633,0
,,,,60.01559478,10.66158177,4.6
,,,,53.72192056,10.11493439,0
,,,,64.63641645,7.75116057,4.56
,,,,68.91993031,8.716977001,0
,,,,52.8870618,5.596651287,3.35
,,,,53.76135736,12.70009797,5.01
,,,,56.72718321,11.99122278,4.28
,,,,62.88444212,6.350223176,1.41
,,,,52.02933946,8.029000472,0
,,,,68.41037812,11.49040208,1.63
,,,,59.45552777,11.43197398,8.07
,,,,54.91114666,5.107521789,5.39
,,,,54.86902326,11.36166374,6.82
,,,,56.58989444,10.80368425,2.85
,,,,55.41218529,5.738390305,8.11
,,,,59.44665124,11.09132142,10.45
,,,,65.4560137,10.90219859,0
,,,,63.55153596,8.198237585,0
,,,,59.83856072,5.002112141,8.4
,,,,64.40701765,14.5622964,11.63
,,,,57.08495778,8.917187474,0
,,,,65.46377832,7.85385155,0
,,,,56.32281729,6.249850638,0
,,,,59.9471636,13.42338897,0.56
,,,,67.9317044,14.31680035,3.76
,,,,55.23765555,13.45412987,6.87
,,,,68.04904308,8.481691574,2.08
,,,,60.10736674,6.281162019,11.65
,,,,66.85627928,10.26407388,2.77
,,,,60.51729863,6.1513228,0
,,,,53.92630372,7.113680382,0
,,,,51.00014074,13.16781395,0.83
,,,,66.8637769,11.4731751,3.95
,,,,62.33537419,9.869852358,2.37
,,,,69.92505513,10.88059378,1.04
,,,,62.63282117,14.1882143,1.43
,,,,65.63853175,5.306839841,0
,,,,68.07055594,10.82127383,4.14
,,,,58.47539089,6.508854025,12.97
,,,,68.8141522,12.22358186,1.44
,,,,60.14551558,12.48447069,4.88
,,,,58.17258264,13.94763751,0.58
,,,,54.6996874,10.83721287,11.51
,,,,65.78209312,5.462689119,0.14
,,,,69.61308284,13.48222437,0.96
,,,,65.4736926,6.253745163,0
,,,,57.32337366,9.546305464,0
,,,,69.90906145,13.52723483,1.92
,,,,51.63878357,11.8352745,0.22
,,,,60.91296241,6.083179287,5.51
,,,,54.48792437,11.2400573,5.62
,,,,59.50888549,14.89112821,3.99
,,,,59.82856572,7.695358888,5.42
,,,,69.66631896,7.557624749,6.09
,,,,58.03644268,13.06411841,5.08
,,,,58.72723193,6.697047025,0.13
,,,,64.82443403,8.590997274,0
,,,,57.7111612,7.182037429,1.71
,,,,57.08885782,12.64044892,1.02
,,,,64.24764566,13.14459547,3.9
,,,,53.59200455,8.848608574,8
,,,,53.96361484,12.3594478,1.35
,,,,57.90024802,14.89328815,3.91
,,,,51.27714844,9.893789105,12.87
,,,,63.22298845,14.73068803,4.65
,,,,68.94446555,12.84390228,5.52
,,,,61.85875025,11.82665557,11.29
,,,,50.0122385,11.9493569,1.99
,,,,61.36309118,5.173100156,6.22
,,,,54.20015235,14.0519568,0
,,,,63.90020136,11.03181452,1.2
,,,,51.95896916,7.801029168,1.22
,,,,67.09760427,10.36810841,5.36
,,,,62.31241729,6.039543845,13.4
,,,,62.22466635,10.18267626,0
,,,,62.71958888,6.978229124,8.57
,,,,63.97072882,6.867882481,7.26
,,,,60.48417223,11.31153991,4.17
,,,,65.89889222,12.91964927,4.36
,,,,59.56081705,5.879468299,6.59
,,,,56.41980269,14.43719373,3.13
,,,,53.45461997,9.861735691,0.86
,,,,65.47793098,9.113422924,8.6
,,,,59.45130403,11.22666774,2.32
,,,,67.54619776,14.11894325,3.68
,,,,61.55497257,7.128620922,0
,,,,63.30697478,13.4834686,2.66
,,,,50.60337403,10.22796959,0
,,,,64.7067464,5.491023629,3.73
,,,,51.53055404,7.259796564,0
,,,,59.89388341,7.465994103,0
,,,,61.7165831,5.011656374,0
,,,,54.53090888,9.51390184,5.28
,,,,55.8071537,6.512925053,0
,,,,64.73513464,9.394196252,2.36
,,,,55.40988098,14.46763926,0
,,,,52.97468548,14.01297572,5.14
,,,,61.27750287,7.556494932,0
,,,,58.26037572,14.96896115,2.74
,,,,58.98410744,11.60034183,5.84
,,,,52.93185094,7.569929606,23.02
,,,,69.3026959,12.08965059,21.1
,,,,65.53021222,9.906743266,0
,,,,52.28468646,14.31029059,29.61
,,,,61.16040434,10.68033815,27.51
,,,,60.21532614,10.84862269,18.88
,,,,62.09534034,6.629250777,0
,,,,53.15135479,6.667953023,19.66
,,,,62.89578026,5.972653133,22.5
,,,,69.19509815,6.995513682,7.22
,,,,59.71318862,13.20127107,26.16
,,,,58.22750798,13.95283832,37.29
,,,,59.83227938,9.23319778,6.11
,,,,54.03936526,11.94025631,0
,,,,52.72932472,13.67883285,8.89
,,,,54.13674412,12.65555101,19.94
,,,,58.56215648,6.897449473,11.78
,,,,59.84150857,9.401301271,0
,,,,64.61563022,5.601181472,29.46
,,,,52.44304585,10.09585341,9.44
,,,,63.13333768,8.044018316,21.07
,,,,60.22288902,11.9716256,21.66
,,,,64.77891013,9.209112599,9.29
,,,,63.24190996,6.9480222,21.34
,,,,52.99656745,7.107071548,37.98
,,,,63.58043155,14.45659823,25.71
,,,,60.4469592,7.372788514,0
,,,,57.24164485,9.957012338,9.36
,,,,63.24491556,14.83141588,1.62
,,,,65.72362365,20.23966947,30.06
,,,,83.12664872,16.37243123,11.96
,,,,67.83435192,12.77526462,9.76
,,,,79.013354,18.50616949,0
,,,,82.50415275,20.67569226,57.92
,,,,67.9844446,15.47162788,13.62
,,,,67.96071031,15.26902378,9.73
,,,,84.82877998,14.66559858,0
,,,,79.97315688,15.43659066,14.62
,,,,69.30148879,14.85824575,11.17
,,,,84.4503162,21.72149484,13.93
,,,,69.8903299,18.44435913,0
,,,,73.14367915,17.04598981,0
,,,,65.46560176,15.43678508,37.4
,,,,81.85200523,14.06863927,0
,,,,75.42926151,16.99881209,19.87
,,,,70.18351233,16.96546638,7.78
,,,,72.5560936,13.71191916,26.93
,,,,84.58175565,20.67109607,14.86
,,,,71.4813167,16.0666257,13.38
,,,,68.74514542,13.37662406,14.14
,,,,68.23565748,17.37514255,0.44
,,,,65.39700162,17.33031331,0
,,,,83.79833529,21.6665798,8.34
,,,,69.06864878,20.1496928,0
,,,,69.3378805,15.77432972,0
,,,,78.64243688,14.03165274,14.17
,,,,74.41420212,16.05164771,7.9
,,,,77.15523101,18.23418379,26.64
,,,,71.61405927,18.79078891,24.66
,,,,83.36750866,17.8953395,19.75
,,,,65.28085237,14.52593636,19.53
,,,,67.89054381,16.56780104,0.13
,,,,84.68333921,19.75174641,19.1
,,,,84.95575237,21.74730961,2.84
,,,,82.41018283,18.5741443,20.73
,,,,82.17796973,19.58804214,53.33
,,,,67.15533837,15.05568626,0
,,,,78.83873618,20.62576714,23.04
,,,,74.84157462,12.63677482,13.09
,,,,84.13272361,13.17071334,2.68
,,,,69.40558659,20.79653013,23.24
,,,,74.46913916,20.66884055,0
,,,,68.20134872,14.34869773,42.81
,,,,69.24027931,14.90595497,27.91
,,,,80.90870957,12.28627477,3.68
,,,,76.24549454,15.53089567,0
,,,,80.19009867,19.25253813,2.62
,,,,67.05829924,16.90037423,33.47
,,,,69.90082927,18.39934457,40.81
,,,,76.3181731,12.8675606,8.44
,,,,74.8853589,15.55753351,22.67
,,,,75.15767673,13.63384321,5.83
,,,,77.83515415,18.40860871,7.67
,,,,68.19106744,14.83271683,0
,,,,72.83167128,20.3734083,32.98
,,,,84.33545792,15.86318443,1.38
,,,,80.46196626,13.13490253,17.94
,,,,77.22352663,17.18339758,14.61
,,,,65.42929354,12.90407891,51.28
,,,,81.93526385,16.73691244,12.48
,,,,65.04373283,14.18291173,4.43
,,,,82.18011088,13.47473859,1.05
,,,,72.69892006,16.80498418,25.71
,,,,73.42523229,15.62937507,42.34
,,,,67.20750264,17.31856903,39.13
,,,,74.63605266,16.70919681,4.65
,,,,82.22944021,13.60067858,24.18
,,,,71.51579382,17.16817992,0
,,,,84.96422617,18.82159539,11.65
,,,,69.25742645,13.80502266,0
,,,,69.22207115,20.82607616,12.68
,,,,65.63987776,18.00620892,0
,,,,69.21328254,18.25557994,10.99
,,,,74.39155882,21.84049458,31.89
,,,,76.90905039,16.28172294,0
,,,,84.2672627,21.03953646,5.95
,,,,71.78854777,20.82586338,26.35
,,,,81.41378333,19.67873709,6.32
,,,,69.31762575,16.30314903,0
,,,,79.39244024,20.97465497,5.76
,,,,76.28509903,15.59875684,12.38
,,,,68.78073146,13.62357763,21.27
,,,,75.09742435,12.35260106,0
,,,,70.27546427,12.26168686,20.53
,,,,83.41407832,13.59937007,14.95
,,,,83.62233357,21.5238302,0
,,,,81.35975369,20.084542,7.98
,,,,65.78231446,17.29807249,13.64
,,,,82.5810578,13.95830301,0
,,,,65.07596439,13.33195567,0
,,,,67.23035359,18.3218089,11.2
,,,,64.4143447,10.16508865,2.87
,,,,58.88046282,8.143851108,0
,,,,56.79231078,6.375458905,0
,,,,52.87498095,8.840632229,0
,,,,67.21268721,11.63822448,0
,,,,51.52238067,9.38612986,7.28
,,,,69.10905861,12.34727068,7.71
,,,,66.86059517,13.70393835,0
,,,,56.71033796,13.22486585,2.1
,,,,54.48316224,11.42827276,5.16
,,,,59.9861806,10.32741349,7.96
,,,,68.70905579,9.842583719,7.36
,,,,50.91485568,9.317568137,1.22
,,,,69.99826334,7.488125926,3.44
,,,,57.23979512,6.703284468,8.47
,,,,63.06492068,11.16222614,0.93
,,,,51.14513258,8.904578054,0
,,,,63.60472938,9.37298793,8.64
,,,,56.81002909,8.196992899,0
,,,,51.93416108,10.63186502,0
,,,,65.39240994,8.77617859,4.45
,,,,53.22296746,5.031652937,6.58
,,,,52.87331691,7.332922111,9.09
,,,,51.48433172,14.71452138,6.32
,,,,50.96871214,10.943433,6.94
,,,,65.96030343,10.09839378,0
,,,,62.89626759,12.48457644,4.9
,,,,62.11903145,6.440181998,5.87
,,,,57.72972482,7.250213138,0
,,,,69.6094084,7.474111301,3.04
,,,,59.12856556,9.868576199,8.82
,,,,65.83679335,13.44819918,7.4
,,,,52.72941124,7.665821411,9.01
,,,,64.61215692,11.32073787,0.39
,,,,69.32270069,7.240277133,10.64
,,,,50.74792062,14.28245083,0.29
,,,,69.62064274,14.83957842,0
,,,,51.58641748,11.16864943,2.39
,,,,62.46463908,9.427466529,2.51
,,,,62.34403612,5.074508471,0
,,,,68.41364072,14.49867851,4.94
,,,,62.20409444,10.3747657,15.19
,,,,54.87285521,7.52738284,5.51
,,,,65.39084179,9.218351268,7.31
